answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
life cover of Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 727, 'end': 750}]","ccounts under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretch",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.1818181818181818,3,Reader,What is covered under PMSBY scheme?,prediction,0.13952641189098358
In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 73, 'end': 220}]",. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death.,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.30769230769230765,4,Reader,What is covered under PMSBY scheme?,prediction,0.6936904191970825
18-70 years,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 470, 'end': 481}]","unt holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.9629083275794983
50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 842, 'end': 850}]",k accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self de,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.5,2,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.31717658042907715
between the ages of 18 and 50 years,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1049, 'end': 1084}]",for renewal every year. The scheme is available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annu,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,3,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.4738437831401825
,,"[{'start': 0, 'end': 0}]",,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.01016683503985405
NRI’s can also join the scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 751, 'end': 781}]","olders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.9716752171516418
,,"[{'start': 0, 'end': 0}]",,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.07336695492267609
The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 852, 'end': 973}]",e of 50 years. The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period. It must be n,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.2857142857142857,3,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.44534730911254883
The scheme is available to people between the ages of 18 and 50 years with a savings bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1015, 'end': 1112}]",le for renewal every year. The scheme is available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an a,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.09523809523809523,4,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.3986111879348755
Rs.12,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 915}]","ary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the h",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.9542089104652405
,,"[{'start': 0, 'end': 0}]",,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.015230187214910984
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.2692817449569702
Amount of Premium to be Paid,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1474, 'end': 1502}]","emium and submitting a self declaration form of good health.
Amount of Premium to be Paid:
With effect from 1 September 2018, the Ministry of Finance ",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.04522727429866791
The amount will be deducted on or before June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1089, 'end': 1138}]"," the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.7142857142857143,1,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.814075767993927
,,"[{'start': 0, 'end': 0}]",,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03311023861169815
annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1092, 'end': 1104}]", deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available in s,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.02072644606232643
on or before June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1117, 'end': 1138}]","ctions to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commenc",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,4,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.9679029583930969
Rs. 2 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1249, 'end': 1259}]",the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for perm,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9633256793022156
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.018088165670633316
one-year accidental death and disability cover,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 139}]","a or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the th",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.009392989799380302
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.4,4,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9630407691001892
Rs. 1 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1310, 'end': 1320}]",cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as ,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.9656994342803955
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.01831459067761898
"monthly income to the policyholder’s beneficiary in the event of the policyholder’s death.
Waiver of monthly premium offers the policyholder a waiver from premium payment if he/she meets with an accident as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain switching charge is applicable and levied by insurance companies.
There are no partial withdrawals allowed for pension and annuity plans. For other plans, a partial withdrawal is generally allowed from the 5th year onwards. The entire premium amount is used to buy units",f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 266, 'end': 1026}]","monthly income to the policyholder’s beneficiary in the event of the policyholder’s death.
Waiver of monthly premium offers the policyholder a waiver from premium payment if he/she meets with an accident as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain switching charge is applicable and levied by insurance companies.
There are no partial withdrawals allowed for pension and annuity plans. For other plans, a partial withdrawal is generally allowed from the 5th year onwards. The entire premium amount is used to buy units",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.2663828730583191
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.1360589563846588
total and irrecoverable loss of both eyes or loss of use of both or one hand or foot,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1390, 'end': 1474}]","rmanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is Permanent disability termed as?,prediction,0.9743155837059021
,,"[{'start': 0, 'end': 0}]",,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is Permanent disability termed as?,prediction,0.014097083359956741
Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 117, 'end': 220}]",or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. Term rider provides t,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.125,3,Reader,What is Permanent disability termed as?,prediction,0.016955193132162094
accidental death,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 102, 'end': 118}]"," Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of ",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is Permanent disability termed as?,prediction,0.011720770038664341
,,"[{'start': 0, 'end': 0}]",,answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.049974292516708374
"In all other cases, the hospital record evidencing the event must",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1757, 'end': 1822}]","e incident like an accident, drowning, etc. the same must be reported to the police. In all other cases, the hospital record evidencing the event must",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.14972440898418427
this is not a Mediclaim and hence does not cover hospitalisation expenses,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1664, 'end': 1737}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.625,3,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.6473491787910461
"in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only",d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 792, 'end': 886}]","o join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.1",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.010200755670666695
"Accidents, Natural Calamities, Murder",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 56, 'end': 93}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.9667506814002991
accidental death and permanent disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1264, 'end': 1305}]",e date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Perm,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.18432925641536713
accidental death and disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 102, 'end': 133}]"," or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the thr",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.20659597218036652
,,"[{'start': 0, 'end': 0}]",,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.011541872285306454
,,"[{'start': 0, 'end': 0}]",,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,1,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.009823509491980076
Suicide is not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 95, 'end': 117}]","ability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st ",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,2,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.9669226408004761
"In case of death of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1426, 'end': 1558}]"," member. In case of death of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The pol",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.07692307692307693,3,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.2607376277446747
"In the event of an unfortunate incident like an accident, drowning, etc. the same must be reported to the police",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1643, 'end': 1755}]","for a new nominee. In the event of an unfortunate incident like an accident, drowning, etc. the same must be reported to the police. In all other case",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.1936800479888916
,,"[{'start': 0, 'end': 0}]",,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,1,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.014526443555951118
The instruction for auto-debit has to be given to the bank by May 31 every year,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 231, 'end': 310}]","ent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence ",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.4444444444444445,2,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.5781421661376953
31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 704, 'end': 781}]",ount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme will not be po,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.23529411764705882,3,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.6723976135253906
"In case of failure of the auto-debit transaction, the insurance cover ceases to be in force",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1420, 'end': 1511}]","anch to apply for the scheme. In case of failure of the auto-debit transaction, the insurance cover ceases to be in force. The individual can choose t",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.010297977365553379
,,"[{'start': 0, 'end': 0}]",,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,1,Reader,Who administers the PMSBY scheme?,prediction,0.010356802493333817
Public Sector General Insurance Companies,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 477, 'end': 518}]",t years. The scheme is offered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in col,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.9090909090909091,2,Reader,Who administers the PMSBY scheme?,prediction,0.9382501840591431
Mr. Narendra Modi,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 216, 'end': 233}]","t of 2015. The scheme was actually launched by the Prime Minister, Mr. Narendra Modi in Kolkata considering the fact that as of the mentioned year (Ma",answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Who administers the PMSBY scheme?,prediction,0.009233156219124794
Pradhan Mantri Suraksha Bima Yojana,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 7, 'end': 42}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Who administers the PMSBY scheme?,prediction,0.009648335166275501
,,"[{'start': 0, 'end': 0}]",,answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,1,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.05702411010861397
bank account of the individual,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 201, 'end': 231}]","o nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the bank account ",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],1.0,1.0,2,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.9675163626670837
Indian currency only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 886}]","ent of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be au",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,3,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010042067617177963
savings bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1092, 'end': 1112}]","s available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members,",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.5714285714285715,4,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.5830971598625183
financial instrument,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 16, 'end': 36}]","ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,What type of investment instrument is ULIP?,prediction,0.9653137922286987
,,"[{'start': 0, 'end': 0}]",,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What type of investment instrument is ULIP?,prediction,0.03716936707496643
equity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1267, 'end': 1273}]","t market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What type of investment instrument is ULIP?,prediction,0.13611263036727905
mutual funds,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 803, 'end': 815}]","p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-i",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What type of investment instrument is ULIP?,prediction,0.2584637999534607
protection combined with freedom to choose your investment avenue,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 271, 'end': 336}]",ds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial ins,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.16666666666666666,1,Reader,What are the dual benefits of ULIP?,prediction,0.5245773196220398
,,"[{'start': 0, 'end': 0}]",,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What are the dual benefits of ULIP?,prediction,0.009798531420528889
"the beneficiary gets the sum assured or the fund value, whichever is higher",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1404, 'end': 1479}]","pe I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary get",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What are the dual benefits of ULIP?,prediction,0.0851038470864296
"the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1404, 'end': 1559}]"," the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.08,4,Reader,What are the dual benefits of ULIP?,prediction,0.605256199836731
"stocks, bonds and mutual funds",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 217, 'end': 247}]"," as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to ",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,Where does ULIP invests in?,prediction,0.9702736139297485
,,"[{'start': 0, 'end': 0}]",,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Where does ULIP invests in?,prediction,0.04493546113371849
debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1306, 'end': 1317}]","of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULI",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Where does ULIP invests in?,prediction,0.15299317240715027
equity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1089, 'end': 1095}]",ve ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Where does ULIP invests in?,prediction,0.08594586700201035
ULIPs,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 343, 'end': 348}]", protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being ,answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Which is a truly popular financial instrument for customers?,prediction,0.9293559193611145
,,"[{'start': 0, 'end': 0}]",,answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Which is a truly popular financial instrument for customers?,prediction,0.009558703750371933
