answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
life insurance products,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 420, 'end': 443}]"," popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. How",answer,['social security scheme'],"[{'start': 58, 'end': 80}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What type of scheme is PMSBY?,prediction,0.013313346542418003
one-year accidental death and disability cover,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 139}]","a or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the th",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is covered under PMSBY scheme?,prediction,0.9715529680252075
,,"[{'start': 0, 'end': 0}]",,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is covered under PMSBY scheme?,prediction,0.009457243606448174
"causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1, 'end': 93}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.3157894736842105,3,Reader,What is covered under PMSBY scheme?,prediction,0.44068804383277893
"demographic details of the nominee, nominee relationship and date of birth from the savings account",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1195, 'end': 1294}]"," The bank will obtain the demographic details of the nominee, nominee relationship and date of birth from the savings account. In case the information",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.10526315789473684,4,Reader,What is covered under PMSBY scheme?,prediction,0.009753543883562088
18-70 years,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 470, 'end': 481}]","unt holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.9629083275794983
between 18 and 50 years of age,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 414, 'end': 444}]","ions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing disea",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,2,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.447429358959198
,,"[{'start': 0, 'end': 0}]",,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.01016683503985405
between the ages of 18 and 50 years,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1049, 'end': 1084}]",for renewal every year. The scheme is available to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annu,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,4,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.4738437831401825
,,"[{'start': 0, 'end': 0}]",,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.07336695492267609
NRI’s can also join the scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 751, 'end': 781}]","olders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.9716752171516418
The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 852, 'end': 973}]",e of 50 years. The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period. It must be n,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.2857142857142857,3,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.44534730911254883
The member applying for the scheme must be between 18 and 50 years of age,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 371, 'end': 444}]","eme
Eligibility Conditions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.1111111111111111,4,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.3234613239765167
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.33333333333333337,1,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.7564283609390259
,,"[{'start': 0, 'end': 0}]",,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.015230187214910984
"The scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1114, 'end': 1246}]","account. The scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.22370129823684692
"The scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1114, 'end': 1558}]","The scheme asks for an annual premium from the insured members, which will automatically be deducted from the member’s bank accounts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.5228050351142883
,,"[{'start': 0, 'end': 0}]",,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03311023861169815
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 888, 'end': 992}]"," Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nomi",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.019535010680556297
the premium amount will be deducted automatically from the insured member’s bank account on an annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 997, 'end': 1104}]",It must be noted that the premium amount will be deducted automatically from the insured member’s bank account on an annual basis. It must be noted th,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.10526315789473682,3,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.05321286991238594
after June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1158, 'end': 1172}]","he amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk ",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.5,4,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.5438143610954285
Rs. 2 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1249, 'end': 1259}]",the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for perm,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9633256793022156
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.018088165670633316
the insurance cover will be restricted to one account and the premium to be forfeited,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 614, 'end': 699}]","he premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.
",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.013117820024490356
the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1475, 'end': 1558}]","h of the member (who is insured), the nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically m",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.125,4,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.5950230956077576
Rs. 1 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1310, 'end': 1320}]",cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as ,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.9656994342803955
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.01831459067761898
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.1360589563846588
Any refund of premiums is applicable only within 15 days of receipt of policy documen,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 498, 'end': 583}]",dent as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.012672155164182186
total and irrecoverable loss of both eyes or loss of use of both or one hand or foot,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1390, 'end': 1474}]","rmanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is Permanent disability termed as?,prediction,0.9743155837059021
,,"[{'start': 0, 'end': 0}]",,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is Permanent disability termed as?,prediction,0.014097083359956741
Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 76, 'end': 220}]",In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. T,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.16216216216216214,3,Reader,What is Permanent disability termed as?,prediction,0.05960122495889664
"Accidents, Natural Calamities, Murder",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 56, 'end': 93}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is Permanent disability termed as?,prediction,0.017892617732286453
,,"[{'start': 0, 'end': 0}]",,answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.049974292516708374
this is not a Mediclaim and hence does not cover hospitalisation expenses,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1664, 'end': 1737}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.625,2,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.6473491787910461
the hospital record evidencing the event must,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1777, 'end': 1822}]","e incident like an accident, drowning, etc. the same must be reported to the police. In all other cases, the hospital record evidencing the event must",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.1316332221031189
"The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 707, 'end': 883}]","The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.05555555555555555,4,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.07993083447217941
"Accidents, Natural Calamities, Murder",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 56, 'end': 93}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.9667506814002991
,,"[{'start': 0, 'end': 0}]",,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.011541872285306454
accidental death and permanent disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1264, 'end': 1305}]",e date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Perm,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.18432925641536713
accidental death and disability cover,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 102, 'end': 139}]"," SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three ",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.20819200575351715
Suicide is not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 95, 'end': 117}]","ability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st ",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.9669226408004761
,,"[{'start': 0, 'end': 0}]",,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.009823509491980076
The risk cover is Rs. 2 lakh for accidental death,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1231, 'end': 1280}]",he cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for perma,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.15384615384615383,3,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.27972230315208435
accidental death,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1264, 'end': 1280}]",mmence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disa,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.1607985943555832
May 31 every year,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 293, 'end': 310}]","ear. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide con",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.9696130156517029
,,"[{'start': 0, 'end': 0}]",,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.014526443555951118
on or before 31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 691, 'end': 781}]",ium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme will not,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.2,3,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.6209182143211365
one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 675, 'end': 781}]",the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme ,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.1818181818181818,4,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.6452032923698425
Public Sector General Insurance Companies (PSGICs) and other general insurance companies,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 477, 'end': 565}]",ffered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in collaboration with the part,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.5882352941176471,1,Reader,Who administers the PMSBY scheme?,prediction,0.8662776947021484
,,"[{'start': 0, 'end': 0}]",,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Who administers the PMSBY scheme?,prediction,0.010356802493333817
Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY),d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 296, 'end': 374}]",he 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holder,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Who administers the PMSBY scheme?,prediction,0.013640902936458588
Mr. Arun Jaitley,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 103, 'end': 119}]","oti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015. The scheme was actually la",answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Who administers the PMSBY scheme?,prediction,0.009283029474318027
bank account of the individual,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 201, 'end': 231}]","o nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the bank account ",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],1.0,1.0,1,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.9675163626670837
,,"[{'start': 0, 'end': 0}]",,answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,2,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.05702411010861397
Indian currency,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 881}]"," event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,3,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010970699600875378
Indian currency only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 886}]","ent of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be au",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,4,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010042067617177963
,,"[{'start': 0, 'end': 0}]",,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What type of investment instrument is ULIP?,prediction,0.03716936707496643
financial instrument,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 16, 'end': 36}]","ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,2,Reader,What type of investment instrument is ULIP?,prediction,0.9653137922286987
"Aggressive, Balanced, Conservative ULIP",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 985, 'end': 1024}]","s of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is in",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What type of investment instrument is ULIP?,prediction,0.009553982876241207
debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1306, 'end': 1317}]","of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULI",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What type of investment instrument is ULIP?,prediction,0.3288053870201111
,,"[{'start': 0, 'end': 0}]",,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What are the dual benefits of ULIP?,prediction,0.009798531420528889
"The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 249, 'end': 501}]","The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.10256410256410256,2,Reader,What are the dual benefits of ULIP?,prediction,0.6290106177330017
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1561, 'end': 1679}]","the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer c",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What are the dual benefits of ULIP?,prediction,0.03730145841836929
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1561, 'end': 1771}]",ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0588235294117647,4,Reader,What are the dual benefits of ULIP?,prediction,0.5909510254859924
,,"[{'start': 0, 'end': 0}]",,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Where does ULIP invests in?,prediction,0.04493546113371849
debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1306, 'end': 1317}]","of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULI",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Where does ULIP invests in?,prediction,0.15299317240715027
"stocks, bonds and mutual funds",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 217, 'end': 247}]"," as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to ",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,3,Reader,Where does ULIP invests in?,prediction,0.9702736139297485
