answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
one-year accidental death and disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 133}]","jana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.9090909090909091,1,Reader,What is covered under PMSBY scheme?,prediction,0.9536409378051758
,,"[{'start': 0, 'end': 0}]",,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is covered under PMSBY scheme?,prediction,0.009457243606448174
bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1100, 'end': 1112}]","ailable to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, whi",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is covered under PMSBY scheme?,prediction,0.010139611549675465
urers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 567, 'end': 781}]",urers to have a savings bank account and give their consent to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.05,4,Reader,What is covered under PMSBY scheme?,prediction,0.18034210801124573
between 18 and 50 years of age,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 414, 'end': 444}]","ions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing disea",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,1,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.447429358959198
18-70 years,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 470, 'end': 481}]","unt holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.9629083275794983
Y,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1020, 'end': 1021}]",ceive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will ,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.01280184369534254
,,"[{'start': 0, 'end': 0}]",,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.01016683503985405
NRI’s can also join the scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 751, 'end': 781}]","olders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.9716752171516418
The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period.,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 852, 'end': 974}]", of 50 years. The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period. It must be no,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.2857142857142857,2,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.44341105222702026
The scheme asks for an annual premium from the insured members,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1114, 'end': 1176}]","8 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, which will automatically be deducted from ",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.15384615384615385,3,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.2678643763065338
only 20% of the country’s population had an insurance policy in their name,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 308, 'end': 382}]"," as of the mentioned year (May 2015), only 20% of the country’s population had an insurance policy in their name. The main idea behind the scheme was ",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.013711345382034779
Rs.12,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 915}]","ary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the h",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.9542089104652405
,,"[{'start': 0, 'end': 0}]",,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.015230187214910984
Month of Enrolment,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1739, 'end': 1757}]",ending upon the request date of joining the scheme. The revised premium amount that must paid under the scheme is Month of Enrolment	and Premium to be,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.012703974731266499
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.2692817449569702
,,"[{'start': 0, 'end': 0}]",,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03311023861169815
1 September 2018,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1521, 'end': 1537}]","orm of good health.
Amount of Premium to be Paid:
With effect from 1 September 2018, the Ministry of Finance revised the premium payment structure on ",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.13244211673736572
on an annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1086, 'end': 1104}]", be deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available i,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.25,3,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03747184947133064
after June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1158, 'end': 1172}]","he amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk ",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.5,4,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.5438143610954285
Rs. 2 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1249, 'end': 1259}]",the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for perm,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9633256793022156
one-year,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 101}]","Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMS",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.012529654428362846
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.018088165670633316
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1549, 'end': 1558}]", nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reaches,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.4,4,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9630407691001892
Rs. 1 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1310, 'end': 1320}]",cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as ,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.9656994342803955
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.01831459067761898
one account,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 656, 'end': 667}]","he premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.
",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.05592520534992218
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.1360589563846588
total and irrecoverable loss of both eyes or loss of use of both or one hand or foot,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1390, 'end': 1474}]","rmanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is Permanent disability termed as?,prediction,0.9743155837059021
,,"[{'start': 0, 'end': 0}]",,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is Permanent disability termed as?,prediction,0.014097083359956741
Permanent Disability Benefit Rider,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 96, 'end': 130}]","ritical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an a",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is Permanent disability termed as?,prediction,0.00982062891125679
death benefit,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1331, 'end': 1344}]","t in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the bene",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is Permanent disability termed as?,prediction,0.011248676106333733
,,"[{'start': 0, 'end': 0}]",,answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.049974292516708374
does not cover hospitalisation expenses,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1698, 'end': 1737}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.969950258731842
"In case of multiple bank accounts and receipt of the premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.",d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 501, 'end': 700}]"," In case of multiple bank accounts and receipt of the premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0588235294117647,3,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.06835709512233734
"The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 707, 'end': 883}]","The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching from June 1 to May 31; this time period will be renewed every year",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.05555555555555555,4,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.07993083447217941
accidental,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 102, 'end': 112}]","ima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one ",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,1,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.13624215126037598
,,"[{'start': 0, 'end': 0}]",,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.011541872285306454
accidental death and permanent disability and Rs. 1 lakh for permanent partial disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1264, 'end': 1353}]",e risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defi,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.21268241107463837
"Accidental Death, Critical Illness Rider, Term rider",f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 19, 'end': 71}]","riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policy",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.22912748157978058
not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 106, 'end': 117}]","ty and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st of th",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.6666666666666666,1,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.24657297134399414
one-year accidental death and disability cover,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 139}]","a or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the th",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.3773811459541321
"If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued",f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1233, 'end': 1347}]","ost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiums not",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.09523809523809523,3,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.11097467690706253
,,"[{'start': 0, 'end': 0}]",,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.009823509491980076
May 31 every year,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 293, 'end': 310}]","ear. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide con",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.9696130156517029
,,"[{'start': 0, 'end': 0}]",,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.014526443555951118
one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 675, 'end': 781}]",the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts. Entry to the scheme ,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.1818181818181818,3,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.6452032923698425
on or before 31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 691, 'end': 710}]",t to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank ac,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.4444444444444445,4,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.7542635202407837
Public Sector General Insurance Companies (PSGICs) and other general insurance companies,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 477, 'end': 565}]",ffered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in collaboration with the part,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.5882352941176471,1,Reader,Who administers the PMSBY scheme?,prediction,0.8662776947021484
,,"[{'start': 0, 'end': 0}]",,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Who administers the PMSBY scheme?,prediction,0.010356802493333817
bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1100, 'end': 1112}]","ailable to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, whi",answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Who administers the PMSBY scheme?,prediction,0.009843891486525536
Mr. Arun Jaitley,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 103, 'end': 119}]","oti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015. The scheme was actually la",answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Who administers the PMSBY scheme?,prediction,0.009283029474318027
,,"[{'start': 0, 'end': 0}]",,answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,1,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.05702411010861397
Indian currency only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 886}]","ent of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be au",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,2,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010042067617177963
the bank account,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 197, 'end': 213}]","n case of no nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the ba",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.6666666666666666,3,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.8722114562988281
Indian currency,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 881}]"," event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,4,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010970699600875378
social security,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 58, 'end': 73}]","PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What type of investment instrument is ULIP?,prediction,0.01618407852947712
equity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1267, 'end': 1273}]","t market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What type of investment instrument is ULIP?,prediction,0.13611263036727905
,,"[{'start': 0, 'end': 0}]",,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What type of investment instrument is ULIP?,prediction,0.03716936707496643
a financial instrument that offers customers best of both the insurance and the investment world,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 14, 'end': 110}]","ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.2857142857142857,4,Reader,What type of investment instrument is ULIP?,prediction,0.57182776927948
,,"[{'start': 0, 'end': 0}]",,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What are the dual benefits of ULIP?,prediction,0.009798531420528889
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1561, 'end': 1679}]","the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer c",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What are the dual benefits of ULIP?,prediction,0.03730145841836929
"causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1, 'end': 117}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.1,3,Reader,What are the dual benefits of ULIP?,prediction,0.017765581607818604
ULIPs usually charge a premium allocation charge and a mortality charge,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1090, 'end': 1161}]",ought depends on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.16666666666666666,4,Reader,What are the dual benefits of ULIP?,prediction,0.014685261994600296
,,"[{'start': 0, 'end': 0}]",,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Where does ULIP invests in?,prediction,0.04493546113371849
the debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1302, 'end': 1317}]","% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II U",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Where does ULIP invests in?,prediction,0.09804324060678482
"stocks, bonds and mutual funds",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 217, 'end': 247}]"," as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to ",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,3,Reader,Where does ULIP invests in?,prediction,0.9702736139297485
Indian currency,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 881}]"," event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Where does ULIP invests in?,prediction,0.009442429058253765
ULIPs,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 343, 'end': 348}]", protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being ,answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Which is a truly popular financial instrument for customers?,prediction,0.9293559193611145
han Mantri Jan Dhan Yojana,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 559, 'end': 585}]","y, the bank accounts that were initially opened under the Pradhan Mantri Jan Dhan Yojana will be used for this scheme as well. This was done to reduce",answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Which is a truly popular financial instrument for customers?,prediction,0.010011746548116207
