answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1100, 'end': 1112}]","ailable to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, whi",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is covered under PMSBY scheme?,prediction,0.010139611549675465
,,"[{'start': 0, 'end': 0}]",,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is covered under PMSBY scheme?,prediction,0.009457243606448174
NRI’s,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 751, 'end': 756}]","int account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.00960705615580082
50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 842, 'end': 850}]",k accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self de,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.5,2,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.31717658042907715
between 18 and 50 years of age,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 414, 'end': 444}]","ions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing disea",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,3,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.447429358959198
,,"[{'start': 0, 'end': 0}]",,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.01016683503985405
NRI’s can also join the scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 751, 'end': 781}]","olders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.9716752171516418
can also join the scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 757, 'end': 781}]","ers, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ no",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.888888888888889,2,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.6849187612533569
Trying to join the scheme with multiple insurance companies and/or with multiple bank accounts,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 496, 'end': 590}]",eep the insurance in force. Trying to join the scheme with multiple insurance companies and/or with multiple bank accounts. In case of death of the po,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.2222222222222222,3,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.25628662109375
The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 852, 'end': 973}]",e of 50 years. The eligible candidates can join the scheme before giving any self declaration of good health during the enrolment period. It must be n,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.2857142857142857,4,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.44534730911254883
Rs.12,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 915}]","ary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the h",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.9542089104652405
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 741, 'end': 750}]"," under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fro",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.2692817449569702
,,"[{'start': 0, 'end': 0}]",,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.015230187214910984
Month,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1739, 'end': 1744}]",ending upon the request date of joining the scheme. The revised premium amount that must paid under the scheme is Month of Enrolment	and Premium to be,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.03111076168715954
on an annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1086, 'end': 1104}]", be deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available i,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.25,1,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03747184947133064
June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1130, 'end': 1138}]","to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on th",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.5714285714285715,2,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.88667231798172
,,"[{'start': 0, 'end': 0}]",,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03311023861169815
within 15 days of receipt of policy documen,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 540, 'end': 583}]", the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period o,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.01508417259901762
Rs. 2 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1249, 'end': 1259}]",the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for perm,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9633256793022156
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1549, 'end': 1558}]", nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reaches,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.4,2,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9630407691001892
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.018088165670633316
restricted to one account,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 642, 'end': 667}]","he premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.
",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.029045235365629196
Rs. 1 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1310, 'end': 1320}]",cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as ,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.9656994342803955
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.01831459067761898
assured value and the fund value,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1527, 'end': 1559}]","r is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be ",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.09522414207458496
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 910, 'end': 936}]","e will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The ",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.1360589563846588
total and irrecoverable loss of both eyes or loss of use of both or one hand or foot,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1390, 'end': 1474}]","rmanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is Permanent disability termed as?,prediction,0.9743155837059021
Benefit Rider,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 117, 'end': 130}]","lness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident be",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is Permanent disability termed as?,prediction,0.009171819314360619
,,"[{'start': 0, 'end': 0}]",,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is Permanent disability termed as?,prediction,0.014097083359956741
death benefit it is divided into Type I and Type II ULIP,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1331, 'end': 1387}]","st is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum a",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.06666666666666667,4,Reader,What is Permanent disability termed as?,prediction,0.009483208879828453
,,"[{'start': 0, 'end': 0}]",,answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.049974292516708374
Suicide is not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 95, 'end': 117}]","ability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st ",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,2,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.13473603129386902
does not cover hospitalisation expenses,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1698, 'end': 1737}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,3,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.969950258731842
The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1231, 'end': 1353}]",f auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent di,answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.08000000000000002,4,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.20214547216892242
"Accidents, Natural Calamities, Murder",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 56, 'end': 93}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.9667506814002991
accidental death and permanent disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1264, 'end': 1305}]",e date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Perm,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.18432925641536713
one-year accidental death,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 118}]"," Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is on",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.2269599884748459
life,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 727, 'end': 731}]",mber of accounts under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.022631529718637466
not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 106, 'end': 117}]","ty and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st of th",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.6666666666666666,1,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.24657297134399414
one-year accidental death,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 93, 'end': 118}]"," Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is on",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.2213159203529358
,,"[{'start': 0, 'end': 0}]",,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.009823509491980076
The risk cover is Rs. 2 lakh for accidental death and permanent disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1231, 'end': 1305}]",l commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial ,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.125,4,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.29064828157424927
31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 704, 'end': 710}]",in/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank accounts.,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.6666666666666666,1,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.8274741172790527
May 31 every year,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 293, 'end': 310}]","ear. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide con",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,2,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.9696130156517029
,,"[{'start': 0, 'end': 0}]",,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.014526443555951118
after June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1158, 'end': 1172}]","he amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk ",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.046580225229263306
insurance company,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1312, 'end': 1329}]",s. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the member’s family only upon th,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.25,1,Reader,Who administers the PMSBY scheme?,prediction,0.5884221792221069
Public Sector General Insurance Companies (PSGICs) and other general insurance companies,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 477, 'end': 565}]",ffered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in collaboration with the part,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.5882352941176471,2,Reader,Who administers the PMSBY scheme?,prediction,0.8662776947021484
,,"[{'start': 0, 'end': 0}]",,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Who administers the PMSBY scheme?,prediction,0.010356802493333817
"Finance Minister, Mr. Arun Jaitley",86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 85, 'end': 119}]","Jeevan Jyoti Bima Yojana or PMJBY was started by the then Finance Minister, Mr. Arun Jaitley in the annual financial budget of 2015. The scheme was ac",answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Who administers the PMSBY scheme?,prediction,0.010600588284432888
,,"[{'start': 0, 'end': 0}]",,answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,1,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.05702411010861397
the bank account of the individual,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 197, 'end': 231}]"," no nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the bank accoun",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],1.0,1.0,2,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.9629853963851929
Indian currency only,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 866, 'end': 886}]","ent of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be au",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,3,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010042067617177963
nominee’s account,86b6adea4b99d7e62c865b8c75353e3a-2,"[{'start': 952, 'end': 969}]","t the bank; post which the claim amount will be transferred to the nominee’s account. Death certificate, Claim form, Discharge Receipt (from the bank ",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.3333333333333333,4,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.5339819192886353
regulated savings,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 742, 'end': 759}]","erm cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What type of investment instrument is ULIP?,prediction,0.3181445300579071
equity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1267, 'end': 1273}]","t market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What type of investment instrument is ULIP?,prediction,0.13611263036727905
,,"[{'start': 0, 'end': 0}]",,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What type of investment instrument is ULIP?,prediction,0.03716936707496643
financial,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 16, 'end': 25}]","ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover ",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.6666666666666666,4,Reader,What type of investment instrument is ULIP?,prediction,0.871438205242157
a premium allocation charge and a mortality charge,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 1111, 'end': 1161}]",ds on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover t,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.2222222222222222,1,Reader,What are the dual benefits of ULIP?,prediction,0.013126960024237633
,,"[{'start': 0, 'end': 0}]",,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What are the dual benefits of ULIP?,prediction,0.009798531420528889
increasing the overall return,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 291, 'end': 320}]",the switching of return rates on their investments and hence increasing the overall return. It is required to carry on investment for a certain period,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What are the dual benefits of ULIP?,prediction,0.03430692106485367
double benefit of protection combined with freedom to choose your investment avenue,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 253, 'end': 336}]","ocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular fina",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.13333333333333333,4,Reader,What are the dual benefits of ULIP?,prediction,0.7007287740707397
,,"[{'start': 0, 'end': 0}]",,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Where does ULIP invests in?,prediction,0.04493546113371849
"stocks, bonds and mutual funds",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 217, 'end': 247}]"," as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to ",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,2,Reader,Where does ULIP invests in?,prediction,0.9702736139297485
debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1306, 'end': 1317}]","of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULI",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Where does ULIP invests in?,prediction,0.15299317240715027
equity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1089, 'end': 1095}]",ve ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Where does ULIP invests in?,prediction,0.08594586700201035
Customers can freely switch between funds,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 660, 'end': 701}]","nies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain",answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Which is a truly popular financial instrument for customers?,prediction,0.009232318960130215
,,"[{'start': 0, 'end': 0}]",,answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Which is a truly popular financial instrument for customers?,prediction,0.009558703750371933
"ULIP

ULIP",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 0, 'end': 10}]","ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover ",answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.6666666666666666,3,Reader,Which is a truly popular financial instrument for customers?,prediction,0.9431412816047668
bank account,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1100, 'end': 1112}]","ailable to people between the ages of 18 and 50 years with a savings bank account. The scheme asks for an annual premium from the insured members, whi",answer,['ULIP'],"[{'start': 6, 'end': 10}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,Which is a truly popular financial instrument for customers?,prediction,0.012373361736536026
tax free maturity,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 484, 'end': 501}]","ng life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, a",answer,['tax free maturity'],"[{'start': 484, 'end': 501}]",['f9732dd2411b250f2227efc3f40af4ec-0'],1.0,1.0,1,Reader,What is the tax benefit of ULIP?,prediction,0.9689913988113403
