content,document_id,type,gold_document_ids,gold_document_contents,gold_id_match,answer_match,gold_id_or_answer_match,rank,node,query,node_input
"PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",d635e12585c3e386a02b4fb885fdc468-0,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",1.0,1.0,1.0,1,Retriever,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction
"riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. Term rider provides the policyholder with a monthly income to the policyholder’s beneficiary in the event of the policyholder’s death.
Waiver of monthly premium offers the policyholder a waiver from premium payment if he/she meets with an accident as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain switching charge is applicable and levied by insurance companies.
There are no partial withdrawals allowed for pension and annuity plans. For other plans, a partial withdrawal is generally allowed from the 5th year onwards. The entire premium amount is used to buy units. The quantum of units bought depends on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiums not paid after 3 years, the surrender value is paid and the contract is terminated. The fund value is calculated by multiplying the total number of units in the policy with the Net Asset Value. The Net Asset Value (NAV) is the price of units in a fund. ULIPs can be surrendered upon payment of a surrender charge.
There is no option of switching funds when it comes to mutual funds. The only option that the investors are provided with is the option",f9732dd2411b250f2227efc3f40af4ec-1,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,2,Retriever,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction
" causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st of the subsequent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide consent for auto-debit before May 31 of subsequent years. The scheme is offered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in collaboration with the participating banks. The individual can register by contacting the affiliated bank or an insurance company or can download the form from the Government. 
The participating banks are offering application to the scheme through SMS or net banking. The individual needs to submit the form and the Aadhar card.After online registration the individual will receive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will process the request with the information available in the savings account. The bank will obtain the demographic details of the nominee, nominee relationship and date of birth from the savings account. In case the information is not available then the individual will have to go to the nearest branch to apply for the scheme. In case of failure of the auto-debit transaction, the insurance cover ceases to be in force. The individual can choose to replicate the nominee details as appearing in the savings bank account or can opt for a new nominee. In the event of an unfortunate incident like an accident, drowning, etc. the same must be reported to the police. In all other cases, the hospital record evidencing the event must",d635e12585c3e386a02b4fb885fdc468-1,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,3,Retriever,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction
"ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of",f9732dd2411b250f2227efc3f40af4ec-0,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,4,Retriever,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction
"be available. In case of death, the claim can be filed by the nominee/ appointee as per the enrolment form or by the legal heirs in case of no nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the bank account of the nominee/legal heir. The Scheme will be terminated in the happening of any of the following events: The individual turns 70. Closure of a bank account or insufficiency of balance to keep insurance alive. In case of multiple bank accounts and receipt of the premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.
",d635e12585c3e386a02b4fb885fdc468-2,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,5,Retriever,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction
"PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",d635e12585c3e386a02b4fb885fdc468-0,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",1.0,1.0,1.0,1,Retriever,What is Permanent disability termed as?,prediction
"riders offered are Accidental Death, Critical Illness Rider, Term rider. In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. Term rider provides the policyholder with a monthly income to the policyholder’s beneficiary in the event of the policyholder’s death.
Waiver of monthly premium offers the policyholder a waiver from premium payment if he/she meets with an accident as covered under the rider. Any refund of premiums is applicable only within 15 days of receipt of policy documen. Most insurance companies offer a free-look period of 30 days to customers. Customers can freely switch between funds as per their wish and convenience. However, a certain switching charge is applicable and levied by insurance companies.
There are no partial withdrawals allowed for pension and annuity plans. For other plans, a partial withdrawal is generally allowed from the 5th year onwards. The entire premium amount is used to buy units. The quantum of units bought depends on the ULIP and the year. ULIPs usually charge a premium allocation charge and a mortality charge. A mortality charge is levied on ULIPs to cover the cost of insurance. If you fail to pay the premium within the first 3 years of the policy, insurance cover is immediately discontinued. For premiums not paid after 3 years, the surrender value is paid and the contract is terminated. The fund value is calculated by multiplying the total number of units in the policy with the Net Asset Value. The Net Asset Value (NAV) is the price of units in a fund. ULIPs can be surrendered upon payment of a surrender charge.
There is no option of switching funds when it comes to mutual funds. The only option that the investors are provided with is the option",f9732dd2411b250f2227efc3f40af4ec-1,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,2,Retriever,What is Permanent disability termed as?,prediction
"be available. In case of death, the claim can be filed by the nominee/ appointee as per the enrolment form or by the legal heirs in case of no nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the bank account of the nominee/legal heir. The Scheme will be terminated in the happening of any of the following events: The individual turns 70. Closure of a bank account or insufficiency of balance to keep insurance alive. In case of multiple bank accounts and receipt of the premium is inadvertently received by the insurance company, the insurance cover will be restricted to one account and the premium to be forfeited.
",d635e12585c3e386a02b4fb885fdc468-2,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,3,Retriever,What is Permanent disability termed as?,prediction
" causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st of the subsequent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence the individual must provide consent for auto-debit before May 31 of subsequent years. The scheme is offered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in collaboration with the participating banks. The individual can register by contacting the affiliated bank or an insurance company or can download the form from the Government. 
The participating banks are offering application to the scheme through SMS or net banking. The individual needs to submit the form and the Aadhar card.After online registration the individual will receive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank will process the request with the information available in the savings account. The bank will obtain the demographic details of the nominee, nominee relationship and date of birth from the savings account. In case the information is not available then the individual will have to go to the nearest branch to apply for the scheme. In case of failure of the auto-debit transaction, the insurance cover ceases to be in force. The individual can choose to replicate the nominee details as appearing in the savings bank account or can opt for a new nominee. In the event of an unfortunate incident like an accident, drowning, etc. the same must be reported to the police. In all other cases, the hospital record evidencing the event must",d635e12585c3e386a02b4fb885fdc468-1,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,4,Retriever,What is Permanent disability termed as?,prediction
"ULIP

ULIP is a financial instrument that offers customers best of both the insurance and the investment world. ULIPs offer customers insurance cover as well as a choice to capitalize on various investment tools like stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity. In Balanced ULIP 40-60% of investment amount is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II ULIP. In Type I ULIP the beneficiary gets the sum assured or the fund value, whichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that can be added to an existing policy to enhance the protection offered. Riders offer coverage over and above that offered by the policy and are an optional add-on. The various types of",f9732dd2411b250f2227efc3f40af4ec-0,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",0.0,0.0,0.0,5,Retriever,What is Permanent disability termed as?,prediction
"PMSBY

Pradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",d635e12585c3e386a02b4fb885fdc468-0,document,['d635e12585c3e386a02b4fb885fdc468-0'],"['PMSBY\n\nPradhan Mantri Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the three social security schemes that was announced in the Government in the 2015 budget. The other two being Atal Pension Yojana (APY) and Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY). All individual bank account holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual holds multiple accounts in multiple banks then he will be allowed to join the scheme through one bank account only. In the case of joint account holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.\nThe premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount to encourage the weaker sections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.\nPermanent partial disability is defined as total and irrecoverable loss of an eyesight or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The']",1.0,1.0,1.0,1,Retriever,Does PMSBY scheme cover hospital expenses?,prediction
