answer,document_id,offsets_in_document,context,type,gold_answers,gold_offsets_in_documents,gold_document_ids,exact_match,f1,rank,node,query,node_input,sas
one-year accidental death and disability cover,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 92, 'end': 138}]","na or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one of the t",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,What is covered under PMSBY scheme?,prediction,0.9715529680252075
"causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 0, 'end': 116}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.2608695652173913,3,Reader,What is covered under PMSBY scheme?,prediction,0.41697806119918823
,,"[{'start': 0, 'end': 0}]",,answer,['one-year accidental death and disability cover'],"[{'start': 93, 'end': 139}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is covered under PMSBY scheme?,prediction,0.009457243606448174
18-70 years,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 469, 'end': 480}]","ount holders, whether single or joint account status, in the age group 18-70 years, are eligible to join the PMSBY scheme. In case the individual hold",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.9629083275794983
50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 841, 'end': 849}]",nk accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the scheme before giving any self d,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.5,2,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.31717658042907715
between 18 and 50 years of age,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 413, 'end': 443}]","tions for PMJJBY:
The member applying for the scheme must be between 18 and 50 years of age. No health certificate or information of pre-existing dise",answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,3,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.447429358959198
55 years of age,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1628, 'end': 1643}]",The policy will automatically mature when the insured member reaches 55 years of age. It must be noted that irrespective of the date when the policy w,answer,['18-70 years'],"[{'start': 470, 'end': 481}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.3333333333333333,4,Reader,Which age group citizen are eligible for PMSBY?,prediction,0.32259032130241394
NRI’s can also join the scheme,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 750, 'end': 780}]","holders, all the holders will be allowed to join the scheme. NRI’s can also join the scheme; however, in the event of a claim arising, the beneficiary",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.9716752171516418
Entry to the scheme will not be possible beyond the age of 50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 782, 'end': 849}]",under the scheme from their bank accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the s,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.11764705882352941,2,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.29097431898117065
,,"[{'start': 0, 'end': 0}]",,answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.07336695492267609
individuals who exit the scheme at any given point in time may also re-enter the scheme in the future by paying the annual premium and submitting a self declaration form of good health.,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1287, 'end': 1472}]",", individuals who exit the scheme at any given point in time may also re-enter the scheme in the future by paying the annual premium and submitting a self declaration form of good health",answer,['NRI’s can also join the scheme'],"[{'start': 751, 'end': 781}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.12121212121212122,4,Reader,Are NRI's eligible for PMSBY scheme?,prediction,0.48192569613456726
Rs.12,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 909, 'end': 914}]","iary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the ",answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.9542089104652405
,,"[{'start': 0, 'end': 0}]",,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.015230187214910984
Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1248, 'end': 1352}]",ebit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.36728525161743164
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1548, 'end': 1557}]",e nominee or the insured member’s family will be paid a fixed amount of Rs.2 Lakh. The policy will automatically mature when the insured member reache,answer,['Rs.12'],"[{'start': 910, 'end': 915}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,How much is the premium amount per annum per member for PMSBY scheme?,prediction,0.2692817449569702
on or before June 1st,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1116, 'end': 1137}]","ections to participate in the scheme. The amount will be deducted on or before June 1st; if it is deducted after June 1st, then the cover shall commen",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.9679029583930969
,,"[{'start': 0, 'end': 0}]",,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03311023861169815
on an annual basis,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 1085, 'end': 1103}]",l be deducted automatically from the insured member’s bank account on an annual basis. It must be noted that the PMJJBY application form is available ,answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.25,3,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.03747184947133064
will be auto-debited,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 940, 'end': 960}]","rrency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The premium is a nominal amount",answer,['on or before June 1st'],"[{'start': 1117, 'end': 1138}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,When is the PMSBY premium amount automatically deducted from the account?,prediction,0.012026701122522354
one-year,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 92, 'end': 100}]"," Suraksha Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PM",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,1,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.012529654428362846
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.018088165670633316
Rs. 2 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1248, 'end': 1258}]", the cover shall commence on the date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for per,answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,3,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9633256793022156
Rs.2 Lakh,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 740, 'end': 749}]","s under the scheme with zero balance. The scheme offers a life cover of Rs.2 Lakh to the insured member for the time period of one year, stretching fr",answer,['Rs. 2 lakh'],"[{'start': 1249, 'end': 1259}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.4,4,Reader,How much is thePMSBY risk cover for accidental death?,prediction,0.9630407691001892
Rs. 1 lakh,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1309, 'end': 1319}]", cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Permanent disability is defined as,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.9656994342803955
,,"[{'start': 0, 'end': 0}]",,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.01831459067761898
Rs.12 per annum per member,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 909, 'end': 935}]","ee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will be auto-debited from the account of the holder. The",answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,3,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.1360589563846588
‘PMSBY Y’.,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1012, 'end': 1022}]", receive the activation SMS. The individual must respond to the SMS as ‘PMSBY Y’. The individual will receive the acknowledgement message. The Bank wi,answer,['Rs. 1 lakh'],"[{'start': 1310, 'end': 1320}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is the permanent partial disability insurance sum in PMSBY scheme?,prediction,0.008972168900072575
total and irrecoverable loss of both eyes or loss of use of both or one hand or foot,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1389, 'end': 1473}]","ermanent disability is defined as total and irrecoverable loss of both eyes or loss of use of both or one hand or foot.
Permanent partial disability i",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,1,Reader,What is Permanent disability termed as?,prediction,0.9743155837059021
,,"[{'start': 0, 'end': 0}]",,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,2,Reader,What is Permanent disability termed as?,prediction,0.014097083359956741
Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death,f9732dd2411b250f2227efc3f40af4ec-1,"[{'start': 75, 'end': 219}]", In Accidental Death or Permanent Disability Benefit Rider provides the policyholder with cover in the event of an accident being the cause of death. ,answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.16216216216216214,3,Reader,What is Permanent disability termed as?,prediction,0.05960122495889664
"Accidents, Natural Calamities, Murder.",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 55, 'end': 93}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,['total and irrecoverable loss of both eyes or loss of use of both or one hand or foot'],"[{'start': 1390, 'end': 1474}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,What is Permanent disability termed as?,prediction,0.01905394345521927
Suicide is not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 94, 'end': 116}]","sability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.22222222222222224,1,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.13473603129386902
does not cover hospitalisation expenses,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1697, 'end': 1736}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],1.0,1.0,2,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.969950258731842
Entry to the scheme will not be possible beyond the age of 50 years,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 782, 'end': 849}]",under the scheme from their bank accounts. Entry to the scheme will not be possible beyond the age of 50 years. The eligible candidates can join the s,answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.11764705882352941,3,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.009064039215445518
"In all other cases, the hospital record evidencing the event must",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1756, 'end': 1821}]","e incident like an accident, drowning, etc. the same must be reported to the police. In all other cases, the hospital record evidencing the event must",answer,['does not cover hospitalisation expenses'],"[{'start': 1698, 'end': 1737}]",['d635e12585c3e386a02b4fb885fdc468-0'],0.0,0.0,4,Reader,Does PMSBY scheme cover hospital expenses?,prediction,0.14972440898418427
accidental,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 101, 'end': 111}]","Bima Yojana or SPMSBY is a social security scheme that offers one-year accidental death and disability cover, that can be renewed yearly. PMSBY is one",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,1,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.13624215126037598
accidental death and permanent disability,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1263, 'end': 1304}]",he date of auto-debit. The risk cover is Rs. 2 lakh for accidental death and permanent disability and Rs. 1 lakh for permanent partial disability. Per,answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.18432925641536713
"Accidents, Natural Calamities, Murder",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 55, 'end': 92}]"," causes leading to death or disability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is star",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,3,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.9667506814002991
"accident, drowning,",d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 1690, 'end': 1709}]","for a new nominee. In the event of an unfortunate incident like an accident, drowning, etc. the same must be reported to the police. In all other case",answer,"['Accidents, Natural Calamities, Murder']","[{'start': 56, 'end': 93}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Which causes of death or disability are covered under PMSBY scheme?,prediction,0.29536131024360657
Suicide is not covered,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 94, 'end': 116}]","sability and coverage are Accidents, Natural Calamities, Murder. Suicide is not covered. The period of enrolment is starting from June 1st to May 31st",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],1.0,1.0,1,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.9669226408004761
,,"[{'start': 0, 'end': 0}]",,answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.009823509491980076
does not cover hospitalisation expenses,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1697, 'end': 1736}]","oot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover hospitalisation expenses. The",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.22222222222222224,3,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.14542482793331146
only upon the death of the insured member,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1382, 'end': 1423}]","ny will pay the insurance amount to the member’s family only upon the death of the insured member. In case of death of the member (who is insured), th",answer,['Suicide is not covered'],"[{'start': 95, 'end': 117}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,4,Reader,Is suicide a cause of death covered under PMSBY scheme?,prediction,0.168767049908638
The instruction for auto-debit has to be given to the bank by May 31 every year,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 230, 'end': 309}]","uent year, i.e a period of one year. The instruction for auto-debit has to be given to the bank by May 31 every year. It is a yearly scheme, and hence",answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.4444444444444445,1,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.5781421661376953
,,"[{'start': 0, 'end': 0}]",,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.014526443555951118
before 31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 696, 'end': 709}]",to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank acco,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.5714285714285715,3,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.5793551802635193
on or before 31 May,86b6adea4b99d7e62c865b8c75353e3a-1,"[{'start': 690, 'end': 709}]",nt to join/enable auto-debit the premium amount in one installment on or before 31 May of each annual coverage paid under the scheme from their bank a,answer,['May 31 every year'],"[{'start': 293, 'end': 310}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.4444444444444445,4,Reader,When is the instruction of Auto debit given to bank in PMSBY scheme?,prediction,0.7542635202407837
Public Sector General Insurance Companies,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 476, 'end': 517}]",nt years. The scheme is offered and administered by the Public Sector General Insurance Companies (PSGICs) and other general insurance companies in co,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.9090909090909091,1,Reader,Who administers the PMSBY scheme?,prediction,0.9382501840591431
,,"[{'start': 0, 'end': 0}]",,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,2,Reader,Who administers the PMSBY scheme?,prediction,0.010356802493333817
affiliated bank,d635e12585c3e386a02b4fb885fdc468-1,"[{'start': 658, 'end': 673}]",e participating banks. The individual can register by contacting the affiliated bank or an insurance company or can download the form from the Governm,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.0,3,Reader,Who administers the PMSBY scheme?,prediction,0.010051998309791088
insurance company,86b6adea4b99d7e62c865b8c75353e3a-0,"[{'start': 1311, 'end': 1328}]",ts. It must be noted that the scheme offers a term plan wherein the insurance company will pay the insurance amount to the member’s family only upon t,answer,['he Public Sector General Insurance Companies'],"[{'start': 474, 'end': 518}]",['d635e12585c3e386a02b4fb885fdc468-1'],0.0,0.25,4,Reader,Who administers the PMSBY scheme?,prediction,0.5884221792221069
the bank account of the individual,d635e12585c3e386a02b4fb885fdc468-2,"[{'start': 196, 'end': 230}]","f no nominee. The claim for disability will be credited in the bank account of the individual. In case of death, it will be credited to the bank accou",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],1.0,1.0,1,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.9629853963851929
,,"[{'start': 0, 'end': 0}]",,answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,2,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.05702411010861397
Indian currency,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 865, 'end': 880}]","e event of a claim arising, the beneficiary/ nominee will be paid in Indian currency only.
The premium amount is Rs.12 per annum per member and will b",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.0,3,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.010970699600875378
any insurance plan an individual has,d635e12585c3e386a02b4fb885fdc468-0,"[{'start': 1619, 'end': 1655}]"," or loss of use of a hand or foot. This is in addition to any insurance plan an individual has. Also, this is not a Mediclaim and hence does not cover",answer,['bank account of the individual'],"[{'start': 201, 'end': 231}]",['d635e12585c3e386a02b4fb885fdc468-2'],0.0,0.22222222222222224,4,Reader,Where is the claim for an insured individual's disability credited into under PMSBY?,prediction,0.10061154514551163
regulated savings,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 741, 'end': 758}]","erm cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,What type of investment instrument is ULIP?,prediction,0.3181445300579071
,,"[{'start': 0, 'end': 0}]",,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,What type of investment instrument is ULIP?,prediction,0.03716936707496643
Conservative,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1207, 'end': 1219}]",unt is invested in equity and the rest is invested in debt market. In Conservative ULIP: Here 20% of investment amount is put in equity and the rest i,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What type of investment instrument is ULIP?,prediction,0.009452330879867077
long term investment option,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 828, 'end': 855}]",ith the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger ,answer,['financial instrument'],"[{'start': 16, 'end': 36}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What type of investment instrument is ULIP?,prediction,0.3733530342578888
protection combined with freedom to choose your investment,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 270, 'end': 328}]", bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.18181818181818182,1,Reader,What are the dual benefits of ULIP?,prediction,0.45489752292633057
both the assured value and the fund value,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1517, 'end': 1558}]","ichever is higher. In Type II ULIP the beneficiary gets both the assured value and the fund value.
ULIP Riders are additional coverage benefits that c",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.2222222222222222,2,Reader,What are the dual benefits of ULIP?,prediction,0.15951398015022278
,,"[{'start': 0, 'end': 0}]",,answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,What are the dual benefits of ULIP?,prediction,0.009798531420528889
The investments made in ULIP are thus regulated savings can be ensured by investors,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 703, 'end': 786}]","erm cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",answer,['insurance and the investment'],"[{'start': 76, 'end': 104}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,4,Reader,What are the dual benefits of ULIP?,prediction,0.09053487330675125
debt market,f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 1305, 'end': 1316}]"," of investment amount is put in equity and the rest is invested in the debt market.
On basis of death benefit it is divided into Type I and Type II UL",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,1,Reader,Where does ULIP invests in?,prediction,0.15299317240715027
,,"[{'start': 0, 'end': 0}]",,answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,2,Reader,Where does ULIP invests in?,prediction,0.04493546113371849
regulated savings,f9732dd2411b250f2227efc3f40af4ec-2,"[{'start': 741, 'end': 758}]","erm cover, there will be a constant cover for almost 20 years. The investments made in ULIP are thus regulated savings can be ensured by investors.


",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.0,3,Reader,Where does ULIP invests in?,prediction,0.02367567829787731
"stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equity",f9732dd2411b250f2227efc3f40af4ec-0,"[{'start': 216, 'end': 1094}]"," stocks, bonds and mutual funds. The double benefit of protection combined with freedom to choose your investment avenue makes ULIPs a truly popular financial instrument among customers. With ULIPs being life insurance products, they offer tax benefits in the form of tax free maturity. However this tax benefit depends on the type of ULIP invested, as equity funds could be taxed 15% under certain conditions. ULIPs do not have high charges associated with them. IRDA has capped the annual charge on ULIPs at 2-2.25% p.a. for the initial 10 years, with the charges on par with those of mutual funds. ULIPs are a long term investment option due to the increased lock-in period which also reap bigger returns.
Types of ULIPs:
On basis of investment ULIP is divided into Aggressive, Balanced, Conservative ULIP. In Aggressive ULIP 80-100% of investment amount is invested in equit",answer,"['stocks, bonds and mutual funds']","[{'start': 217, 'end': 247}]",['f9732dd2411b250f2227efc3f40af4ec-0'],0.0,0.07142857142857142,4,Reader,Where does ULIP invests in?,prediction,0.46624845266342163
